"Município";"2024/Mai";"2024/Jun";"2024/Jul";"2024/Ago";"2024/Set";"2024/Out";"2024/Nov";"2024/Dez";"2025/Jan";"2025/Fev";"2025/Mar";"2025/Abr";"2025/Mai";"2025/Jun";"2025/Jul";"2025/Ago";"2025/Set";"2025/Out";"2025/Nov";"2025/Dez";"2026/Jan";"2026/Fev";"Total"
"430430 CANDIDO GODOI";28564,17;30572,93;34291,93;35646,19;36035,09;42998,04;36793,24;36419,22;49702,35;42599,07;38795,40;31656,50;32054,19;33674,25;32847,66;37296,47;44566,29;37021,87;36596,53;37330,19;36717,14;39203,63;811382,35
"430435 CANDIOTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430440 CANELA";126676,17;113437,41;123415,27;146588,64;197899,05;171570,92;157626,79;122688,62;134346,47;150232,94;160134,23;134105,55;139202,60;156917,85;152297,35;145712,94;150861,57;118955,69;121236,69;119982,29;120563,98;139818,30;3104271,32
"430450 CANGUCU";362507,64;314717,56;317274,84;375000,81;322387,13;336508,12;277857,61;344110,25;328441,28;266509,39;348317,23;416130,04;284009,49;339904,39;358537,00;325213,20;321808,52;350691,00;294495,58;340627,36;349189,80;336092,29;7310330,53
"430460 CANOAS";6927079,41;6474572,05;5628673,53;7271393,40;6007660,37;6960758,50;4834057,39;5184236,97;5160984,01;5199481,75;4842110,83;6506559,49;3518472,63;2683883,74;1911857,02;3825374,98;8442668,50;2844820,07;5704764,86;4046260,82;-;-;103975670,32
"430461 CANUDOS DO VALE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430462 CAPAO BONITO DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430463 CAPAO DA CANOA";272589,75;407325,81;552547,13;592350,09;591527,95;533771,23;454331,05;400300,63;367739,20;308652,47;327125,44;382474,38;778725,90;649690,27;606940,16;614288,80;555376,83;532658,81;522847,30;540199,91;661032,13;439217,89;11091713,13
"430465 CAPAO DO CIPO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430466 CAPAO DO LEAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430467 CAPIVARI DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430468 CAPELA DE SANTANA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430469 CAPITAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430470 CARAZINHO";693070,35;628742,03;670392,64;717745,64;735016,81;650848,00;478482,19;620282,00;480052,21;497969,23;579556,42;560355,52;622437,56;651360,79;820236,52;976751,07;912381,34;900967,99;936567,48;929316,12;959799,93;729779,55;15752111,39
"430471 CARAA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430480 CARLOS BARBOSA";86764,60;85797,86;91931,85;90578,73;88042,99;102845,54;91923,80;109177,75;68364,56;110140,99;106937,13;96475,52;103655,33;101150,85;69976,23;82311,49;108853,63;97658,32;103386,77;104643,91;118232,24;76512,58;2095362,67
"430485 CARLOS GOMES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430490 CASCA";33200,01;23149,06;24938,35;45694,78;17871,50;30882,59;50331,35;52466,18;35102,42;34963,70;51856,74;38916,28;66448,00;41524,98;81338,29;54527,84;64542,75;46741,17;32121,70;63065,95;44276,10;4853,67;938813,41
"430495 CASEIROS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430500 CATUIPE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430510 CAXIAS DO SUL";6890366,54;6687858,00;6099022,14;6429190,45;7523450,47;6531795,21;5784701,09;5615238,71;7416470,80;6563032,51;6743282,70;6809048,76;7618580,23;6906603,83;7529656,53;7983875,72;8881328,37;7509245,26;7865008,85;7881123,78;7240444,47;7423330,60;155932655,02
"430511 CENTENARIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430512 CERRITO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430513 CERRO BRANCO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430515 CERRO GRANDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430517 CERRO GRANDE DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430520 CERRO LARGO";31059,84;36345,06;33323,73;36453,40;39743,04;38477,34;37331,57;31125,77;30238,54;25519,99;24532,57;34770,66;28021,64;38128,81;33705,47;50833,56;35028,36;42785,01;53054,26;52978,53;41153,48;45622,38;820233,01
"430530 CHAPADA";15116,92;11423,87;12390,36;13995,48;19491,01;17035,81;15724,20;15903,09;9132,38;8981,61;12354,17;14096,70;16599,51;15803,15;18317,35;15617,11;14885,55;10260,16;12905,82;16673,30;14044,83;11467,44;312219,82
"430535 CHARQUEADAS";75477,08;120886,40;154302,61;175609,18;177740,27;354341,13;356317,00;429425,30;237787,34;300494,38;422645,92;75972,59;93784,21;68426,88;141968,04;145130,53;229197,76;205273,34;211053,88;143612,84;252630,81;197762,78;4569840,27
"430537 CHARRUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430540 CHIAPETTA";21266,41;21707,50;13114,56;15818,39;16622,53;11640,99;9130,10;9904,95;8333,84;9794,09;12359,76;9215,18;11378,60;12132,97;12436,57;10705,14;11692,84;12106,14;8748,96;7786,75;10327,58;8249,38;264473,23
"430543 CHUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430544 CHUVISCA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430545 CIDREIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430550 CIRIACO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430558 COLINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430560 COLORADO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430570 CONDOR";18770,48;30501,40;20178,81;21597,50;14932,54;14530,88;22556,22;13001,57;14236,57;17836,50;21904,92;21146,14;24922,05;20747,04;10517,87;18689,53;6497,81;29212,45;16080,53;13176,62;14543,22;12274,68;397855,33
"430580 CONSTANTINA";7871,24;39343,41;21137,94;21080,82;20268,53;20793,76;16762,93;20531,41;20628,64;20202,29;19423,37;21552,30;24720,43;24014,73;22939,80;24008,27;25437,35;25136,51;24409,29;20299,00;17433,62;22935,58;480931,22
"430583 COQUEIRO BAIXO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430585 COQUEIROS DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430587 CORONEL BARROS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430590 CORONEL BICACO";16446,54;16715,98;20279,48;12536,26;14877,59;11551,18;12793,65;20476,67;14241,48;6586,42;11870,86;11080,76;13210,46;13503,54;16979,37;11961,60;14959,49;12672,32;18472,67;22539,90;13151,64;9509,91;316417,77
"430593 CORONEL PILAR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430595 COTIPORA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430597 COXILHA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430600 CRISSIUMAL";44904,81;72636,65;72331,32;61392,29;59464,15;53641,05;47452,35;42561,94;44281,99;51422,85;53596,05;63129,66;42067,71;71123,61;65841,88;83444,67;84604,12;104721,88;135918,59;147608,82;93404,48;65985,68;1561536,55
"430605 CRISTAL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430607 CRISTAL DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430610 CRUZ ALTA";936526,16;900686,26;831584,74;964118,27;903288,34;919026,11;841462,15;830349,89;931050,32;840512,69;884484,82;985562,12;977051,94;963917,39;924401,38;1105011,25;1213539,15;1319315,51;1268491,59;1383115,98;1300672,91;1352995,95;22577164,92
"430613 CRUZALTENSE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430620 CRUZEIRO DO SUL";9675,72;10858,37;11965,23;5873,16;10453,77;8755,23;8641,46;7401,81;9851,55;5973,49;6300,01;9325,90;7363,05;12377,29;8270,34;7427,28;8428,73;10461,81;12191,03;6130,03;7225,51;8038,21;192988,98
"430630 DAVID CANABARRO";9242,00;12604,94;11774,04;11359,19;5432,09;10001,93;9674,13;10532,97;15116,41;5513,59;8312,10;7256,89;6742,31;9550,27;3431,94;5268,22;4751,84;8017,04;6500,47;8572,06;5611,00;5485,73;180751,16
"430632 DERRUBADAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430635 DEZESSEIS DE NOVEMBRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430637 DILERMANDO DE AGUIAR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430640 DOIS IRMAOS";80733,14;88747,51;98063,82;110654,60;116748,79;111187,89;89784,67;130896,95;112282,88;89280,26;91620,17;86990,86;87411,83;95465,52;130010,76;113194,24;100632,34;95832,78;98060,53;87496,62;108048,42;109226,41;2232370,99
"430642 DOIS IRMAOS DAS MISSOES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430645 DOIS LAJEADOS";38682,57;53269,30;63974,00;31141,99;51923,30;50175,56;43824,10;48513,01;32624,95;35930,70;36792,64;37869,82;46584,35;49258,84;43877,35;34559,36;41622,94;29235,64;44522,42;47114,64;32302,65;23358,44;917158,57
"430650 DOM FELICIANO";23780,72;28723,04;30294,90;25249,89;27181,90;23443,22;22489,23;18325,74;22305,08;17377,20;30244,74;22080,16;22950,53;20933,56;22602,89;20642,04;22925,25;24487,95;13018,69;24753,40;25011,25;25062,51;513883,89
"430655 DOM PEDRO DE ALCANTARA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430660 DOM PEDRITO";123717,96;128902,45;113364,05;130134,33;99199,52;110318,63;114512,88;89312,10;72372,49;100673,23;167454,99;118290,01;115177,94;122480,12;124454,47;111957,82;126407,96;122072,14;113483,98;92756,39;97670,02;117079,90;2511793,38
"430670 DONA FRANCISCA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430673 DOUTOR MAURICIO CARDOSO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430675 DOUTOR RICARDO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430676 ELDORADO DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430680 ENCANTADO";237225,13;313304,53;312004,13;288630,25;251261,94;432196,03;285166,21;257479,34;162064,35;184546,43;333909,78;301105,78;338177,90;251123,94;367702,80;403692,05;397525,29;331434,04;281420,31;272561,99;275185,51;278621,17;6556338,90
"430690 ENCRUZILHADA DO SUL";93461,41;132134,26;121870,74;120218,29;120509,57;126710,03;120059,48;102887,88;107105,63;108872,56;155186,51;112085,62;143667,66;140902,31;129299,35;131161,52;163934,24;200026,06;195915,33;249213,36;194828,09;124988,09;3095037,99
"430692 ENGENHO VELHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430693 ENTRE-IJUIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430695 ENTRE RIOS DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430697 EREBANGO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430700 ERECHIM";1723304,09;1775870,97;1836769,83;1782491,18;1621202,12;2270529,77;1898328,81;1753571,13;1792643,35;1848331,79;1909058,02;1944741,79;2119826,86;2151503,03;1914770,14;2452932,06;2102064,27;2146789,87;2073922,52;1777092,33;1743660,06;1975521,26;42614925,25
"430705 ERNESTINA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430710 HERVAL";4885,02;3770,01;5757,99;5785,23;2838,74;7742,69;11313,06;10374,71;10030,27;5219,79;7404,60;7186,15;6979,43;-;905,91;27314,39;7992,42;7556,85;6293,40;9743,70;11772,57;6065,53;166932,46
"430720 ERVAL GRANDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430730 ERVAL SECO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430740 ESMERALDA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430745 ESPERANCA DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430750 ESPUMOSO";65596,61;87394,52;54659,04;71220,42;32534,12;86112,34;94383,05;75202,67;83490,96;68849,28;63538,81;39067,53;80665,71;-;164887,72;80860,68;68403,09;68858,87;75003,48;76844,00;75878,03;79918,33;1593369,26
"430755 ESTACAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430760 ESTANCIA VELHA";82083,22;68681,46;72087,84;68157,47;78204,89;82206,42;81621,84;113417,53;78797,88;91011,57;59206,02;125185,57;131553,23;131409,52;137511,36;165238,50;149308,72;165323,80;141998,15;76443,34;136429,13;139373,51;2375250,97
"430770 ESTEIO";652144,21;561779,83;755113,09;538957,62;879116,05;750755,62;695162,53;685537,54;373864,54;976958,09;850870,70;639382,74;678365,78;613042,10;641040,87;615045,07;673081,96;812632,83;585638,57;245304,84;596813,52;680284,58;14500892,68
"430780 ESTRELA";677120,12;659169,76;645867,43;748447,69;657451,20;754704,15;509922,60;826959,56;796956,23;740026,92;757793,83;753682,59;763693,66;754700,21;938972,91;773986,97;468833,82;835789,70;893483,32;538300,39;870552,96;1232482,32;16598898,34
"430781 ESTRELA VELHA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430783 EUGENIO DE CASTRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430786 FAGUNDES VARELA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430790 FARROUPILHA";883479,78;850125,37;709669,51;910739,20;628447,38;796858,30;943352,22;671360,27;1317250,16;1127116,68;1194748,39;1000961,61;998701,90;1010809,03;1069652,94;1560359,44;1094987,88;1214534,92;1403474,07;1058527,72;1064692,09;1535689,66;23045538,52
"430800 FAXINAL DO SOTURNO";308338,87;338801,03;444512,72;551423,52;610711,58;640420,68;1048367,39;500457,24;985446,47;557079,28;876161,91;628318,64;736458,81;594493,77;1001053,76;989494,55;637420,74;1021388,38;1439587,84;1436695,84;936887,14;1143683,34;17427203,50
"430805 FAXINALZINHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430807 FAZENDA VILANOVA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430810 FELIZ";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430820 FLORES DA CUNHA";74663,14;62222,76;39049,83;55386,75;50355,17;57251,45;45401,99;48244,12;49142,05;40136,82;47799,23;47463,47;55613,63;54048,37;44020,35;54387,30;57111,27;65801,35;49638,72;43807,15;42544,06;58160,79;1142249,77
"430825 FLORIANO PEIXOTO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430830 FONTOURA XAVIER";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430840 FORMIGUEIRO";7624,60;12784,67;12427,36;4035,12;9650,70;9792,38;-;18151,85;-;8203,23;10025,79;3556,17;6876,30;12532,93;10042,64;6982,39;9275,72;9500,12;3989,86;5635,21;6236,72;3404,50;170728,26
"430843 FORQUETINHA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430845 FORTALEZA DOS VALOS";-;-;-;-;-;-;-;1371,53;-;1795,28;1214,00;362,92;1086,77;1003,72;1304,22;2955,49;1681,46;2997,21;1481,11;1612,30;1411,41;1642,91;21920,33
"430850 FREDERICO WESTPHALEN";206063,08;340664,12;325460,86;348477,79;242104,09;289045,60;312307,64;545914,20;426671,24;289157,13;294824,15;328870,94;343199,10;283586,63;393987,26;397376,17;277126,04;354994,77;340371,42;253669,79;317721,87;259452,08;7171045,97
"430860 GARIBALDI";250919,79;266717,17;321838,95;257514,92;278248,26;338584,77;284248,52;144584,59;291092,68;219879,73;222146,04;277289,46;287971,73;318159,23;253434,76;269223,23;354265,11;268107,02;296084,71;261952,97;237738,99;381624,95;6081627,58
"430865 GARRUCHOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430870 GAURAMA";8785,99;10029,38;10464,26;11137,72;5021,55;9530,96;5936,09;11141,26;7607,07;6017,78;5752,49;6266,74;9475,27;11486,37;10859,93;8508,02;-;13261,60;9173,89;4122,96;7888,43;5319,94;177787,70
"430880 GENERAL CAMARA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430885 GENTIL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430890 GETULIO VARGAS";101264,99;107859,58;128385,30;101638,33;115766,72;112410,40;100249,42;104129,80;87848,26;96575,18;89379,30;92801,97;91690,79;99287,30;105476,10;100015,72;109048,53;108045,95;112256,34;91184,52;109264,07;68886,48;2233465,05
"430900 GIRUA";211422,63;48982,18;56167,05;104887,58;81286,58;94571,45;77436,06;81258,23;75804,31;84880,08;103096,05;83659,84;85394,36;119227,55;93097,70;91592,33;84389,22;85940,73;75055,70;79803,45;76862,34;-;1894815,42
"430905 GLORINHA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430910 GRAMADO";342428,12;328888,80;222398,33;300358,55;293833,34;157117,02;294471,09;201119,75;389705,35;214254,37;305479,73;307366,09;323063,79;253696,90;211409,60;354671,58;465714,25;344567,42;261984,52;187636,77;-;-;5760165,37
"430912 GRAMADO DOS LOUREIROS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430915 GRAMADO XAVIER";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430920 GRAVATAI";726144,90;855988,80;720449,03;848091,76;650489,75;837784,34;632087,94;836677,95;820411,50;784836,55;718578,27;958252,02;943117,89;1130918,69;1233159,67;994150,33;926671,88;775624,66;796137,24;713389,81;590152,38;534846,15;18027961,51
"430925 GUABIJU";88,44;1283,28;1486,38;1105,83;3046,38;1247,89;2010,16;1435,22;1134,43;2917,27;132,66;2947,79;4043,79;3219,22;679,25;1261,67;1758,61;1164,84;2607,98;2490,94;960,64;2172,11;39194,78
"430930 GUAIBA";274673,37;226015,81;311390,55;405765,59;355392,78;311833,06;305513,15;340308,28;465388,97;388394,65;515428,82;430093,62;582061,26;515007,17;592844,16;1141052,32;1139586,05;1087247,78;866716,22;1014157,96;1377464,52;1102708,87;13749044,96
"430940 GUAPORE";82353,84;100762,07;70210,35;82927,83;88779,82;107039,67;92382,16;93766,31;78908,92;103667,47;140538,09;119944,03;102757,93;130379,80;141064,38;127436,83;125758,95;107899,86;93076,43;77221,28;119601,76;92693,89;2279171,67
"430950 GUARANI DAS MISSOES";37188,08;34232,97;36534,75;31035,04;28408,95;30363,80;32341,61;29141,55;27893,28;29005,90;29635,15;28804,79;29716,15;28959,67;36031,55;33248,65;32945,67;34251,60;29727,26;31330,83;28336,57;26254,20;685388,02
"430955 HARMONIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430957 HERVEIRAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430960 HORIZONTINA";42962,27;55828,51;60318,83;71612,13;62043,18;69878,76;67249,42;61964,64;62575,94;67069,27;76173,65;62366,94;66351,04;71201,79;70454,01;68442,92;68273,27;69905,51;75707,66;-;121400,95;75580,06;1447360,75
"430965 HULHA NEGRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430970 HUMAITA";7451,09;13837,84;9058,56;7250,27;4394,85;9937,99;10570,46;5271,66;7069,22;6599,40;8674,46;5215,57;5621,31;5942,22;14668,23;6545,50;10878,86;6580,71;10253,67;6116,15;5900,50;9021,90;176860,42
"430975 IBARAMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430980 IBIACA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430990 IBIRAIARAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430995 IBIRAPUITA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431000 IBIRUBA";97183,86;44118,92;39029,69;37581,00;42070,27;43946,82;40634,63;33555,49;30321,84;26132,97;39281,02;36124,98;49581,04;39094,96;39266,44;42544,18;35957,41;49375,26;35954,43;36312,59;34670,96;53382,80;926121,56
"431010 IGREJINHA";227521,43;426487,62;386205,32;429250,14;482689,52;477484,84;444222,68;278982,95;332032,24;417649,17;484519,78;495159,47;549641,16;430118,42;551971,25;671436,56;801251,17;797584,10;901495,29;782495,87;729476,31;851482,52;11949157,81
"431020 IJUI";3341990,53;4270634,96;4215566,13;4735134,76;3646002,57;3982259,06;4138614,86;4845157,75;4904468,15;3625831,46;3458701,84;3300584,62;3615297,63;4153807,26;4489564,93;4945207,96;4972511,24;5151201,04;4661220,95;4055285,77;3591015,79;3426666,83;91526726,09
"431030 ILOPOLIS";14288,47;15816,97;9987,50;13292,12;16158,93;10222,43;15558,02;14202,80;24341,28;16415,13;8637,13;12170,81;10279,69;14033,34;8330,86;13865,82;9386,39;9154,59;13182,72;21919,93;9084,63;10481,60;290811,16
"431033 IMBE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431036 IMIGRANTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431040 INDEPENDENCIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431041 INHACORA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431043 IPE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431046 IPIRANGA DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431050 IRAI";34731,30;45544,28;45805,92;54708,96;51641,55;62288,48;60220,44;54124,93;37282,72;50110,44;52073,04;44348,37;50945,88;48188,34;54670,76;43733,74;43812,47;51058,53;53108,56;51431,26;43584,88;40137,28;1073552,13
"431053 ITAARA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431055 ITACURUBI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431057 ITAPUCA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431060 ITAQUI";124878,27;158051,80;152039,63;158036,44;121756,02;153827,74;172080,12;158261,06;135173,85;113168,13;155419,67;158427,56;141974,34;161388,53;185419,35;158057,85;146221,01;158074,67;150751,41;166075,71;159404,42;170417,34;3358904,92
"431065 ITATI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431070 ITATIBA DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431075 IVORA";8035,03;4015,40;6261,69;3380,04;8367,03;17325,42;13832,99;13056,51;7887,75;4771,73;14904,73;1129,81;-;17201,53;9263,73;4094,85;6783,01;5944,48;6800,47;-;473,50;9386,32;162916,02
"431080 IVOTI";46837,34;53333,17;49433,47;51549,15;56872,69;46909,65;44556,54;37240,46;55488,61;47347,33;51259,80;50965,31;51156,91;50415,44;53984,30;63107,45;50276,51;59870,37;44025,59;33886,71;43151,85;41509,66;1083178,31
"431085 JABOTICABA";29987,74;31502,63;35416,20;28567,72;27331,79;21115,66;30233,15;33331,09;18850,12;16785,83;27766,85;21560,42;31261,35;28994,94;32277,21;35330,47;29319,44;30009,38;19406,94;14272,53;34584,68;29769,30;607675,44
"431087 JACUIZINHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431090 JACUTINGA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431100 JAGUARAO";65860,22;107958,09;72883,08;123016,19;108899,38;116693,18;90342,16;80129,84;69777,09;64285,20;90090,81;88397,64;105639,06;72215,59;110278,60;83601,45;68002,44;64340,67;70366,89;54852,36;69642,29;63401,25;1840673,48
"431110 JAGUARI";50556,64;55312,42;63043,81;70534,89;89544,50;58218,43;55566,92;44097,93;54059,69;47224,93;56279,44;44571,49;58985,51;55808,80;69481,26;39975,99;41354,27;57721,74;41027,86;45927,71;40824,27;39037,80;1179156,30
"431112 JAQUIRANA";5430,74;4883,77;4423,58;4174,85;2489,68;8035,87;3109,70;614,42;2499,33;3089,85;6140,43;606,42;2426,72;3158,27;2431,08;2310,77;3910,00;873,10;-;-;-;-;60608,58
"431113 JARI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431115 JOIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431120 JULIO DE CASTILHOS";29163,96;36236,96;35233,46;38629,27;33242,68;30126,36;52736,46;19482,41;15526,98;35547,89;56190,62;41491,85;51749,24;30666,98;45010,49;50606,11;45028,30;43298,20;42459,63;39218,98;43847,47;34405,38;849899,68
"431123 LAGOA BONITA DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431125 LAGOAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431127 LAGOA DOS TRES CANTOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431130 LAGOA VERMELHA";86498,40;78512,11;94546,35;89265,38;87495,95;102685,97;93476,89;28527,76;135346,25;82651,03;104452,51;93182,59;88923,98;97139,04;121896,26;117483,06;96221,73;90462,59;72857,70;82083,37;77851,01;63983,28;1985543,21
